idx,words,lid
18863,"['Feeling' 'like' 'an' 'NBA' 'superstar' 'when' 'you' 'throw' 'something'
 'at' 'the' 'trash' 'can' 'and' 'make' 'it' '.' '😎' 'Reminded' 'me' 'of'
 '@AyeYoDMarq']","['lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other'
 'lang1' 'lang1' 'lang1' 'other']"
18864,"['@JmolinaOfficial' 'si' 'mal' 'lo' 'recuerdo' 'ase' '6' 'meses' 'lo'
 'fuimos' 'y' 'volvimos' 'estar' 'en' 'una' 'final' 'apenas' 'este' 'fin'
 'de' 'semana' '!!!' 'Haha']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'ambiguous']"
18865,"['Only' 'know' 'you' 'love' 'your' 'sister' 'when' 'you' 'buy' 'her' 'a'
 'Michael' 'Kors' 'purse' '!!' 'Lol']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'ne' 'ne' 'lang1' 'other' 'lang1']"
18866,['Idk' 'why' 'appreantly' 'im' 'always' 'online' '??' '-.-'],['ambiguous' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other']
18867,"['Una' 'pasion' 'por' 'el' 'america' 'es' 'algo' 'k' 'ningun' 'otro'
 'ekipo' 'tiene' '!!!' 'oh' 'lo' 'odias' 'oh' 'lo' 'amas']","['lang2' 'lang2' 'lang2' 'lang2' 'ne' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2']"
18868,['@0scar_contreras' 'what' 'do' 'u' 'mean' 'where' '?' 'Univision'],['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'ne']
18869,['I' 'need' 'to' 'watch' 'the' 'Hobbit' '!!' 'ASAP'],['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'other' 'lang1']
18870,"['What' 'should' 'be' 'my' 'christmas' 'present' '!??' 'I' 'still' 'cant'
 'decide' '...' '#' 'the' 'struggle']","['lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'other' 'lang1' 'lang1'
 'lang1' 'lang1' 'other' 'other' 'lang1' 'lang1']"
18871,"['@0scar_contreras' 'y' 'si' 'mas' 'bale' 'k' 'lo' 'crean' '..' 'en' 'el'
 'azteca' 'es' 'otro' 'cuento' 'como' 'paso' 'con' 'toluca' '!!!']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'lang2' 'lang2' 'ne' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'other']"
18872,['Me' 'conformo' 'con' 'k' 'se' 'bayan' '1-0' 'al' 'azteca' ':D'],"['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'lang2' 'ne'
 'other']"
18873,['@58nando' 'I' 'was' 'lk' 'who' 'the' 'fuck' 'is' 'bola' '..' 'haha'],"['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne'
 'other' 'lang1']"
18874,['@JhonCristian' 'hahaha'],['other' 'ambiguous']
18875,"['@JoseRon3' '@reyesspindola' 'Arriva' 'el' 'America' '!!!!!' '♥' 'a'
 'ganar' 'el' 'campeonato' '.']","['other' 'other' 'lang2' 'lang2' 'ne' 'other' 'other' 'lang2' 'lang2'
 'lang2' 'lang2' 'other']"
18876,"['""' '@itsDorry' ':' 'DONT' 'DROP' 'THAT' 'GPA' ',' 'ayyye' '!' 'DONT'
 'DROP' 'THAT' 'GPA' '#finals' '👏👏' '""']","['other' 'other' 'other' 'lang1' 'lang1' 'lang1' 'ne' 'other' 'unk'
 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'other']"
18877,"['Un' 'año' 'sin' 'la' 'diva' 'de' 'la' 'banda' ':/' '#jennirivera'
 '#JENNIVIVE2013']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other'
 'ne' 'ne']"
18878,"['I' 'feel' 'like' 'getting' 'some' 'J' ""'s"" 'lk' 'back' 'in' 'the' 'day'
 '!!' ':D']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'other' 'other']"
18879,"['I' 'think' 'its' 'all' 'btw' 'Brazil' ',' 'Spain' ',' 'Germany' ',' 'or'
 'france' 'and' 'maybe' 'Italy' '.']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'other' 'ne' 'other' 'ne'
 'other' 'lang1' 'ne' 'lang1' 'lang1' 'ne' 'other']"
18880,"['No' 'group' 'in' 'the' 'world' 'cup' 'is' 'an' 'easy' 'group' '!!' 'And'
 'of' 'course' 'mexico' 'had' 'to' 'be' 'in' 'the' 'brazilian' 'group'
 '!!' 'God' 'dammit' '.' '-__-']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'ne' 'lang1' 'other' 'other']"
18881,"['Nada' 'esta' 'definido' '..' 'todo' 'se' 'define' 'en' 'Casa' '!!'
 '#Azteca']","['lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'other' 'ne']"
18882,['No' 'mejor' 'k' 'el' 'del' 'america' '!!!!!'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'ne' 'other']
18883,"['Dangg' 'im' 'in' 'love' 'with' 'the' 'mustang' '2015' '!!' '♥♥♥' 'super'
 'sick' '!']","['ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'other' 'other' 'other'
 'lang1' 'lang1' 'other']"
18884,['En' 'el' 'ultimo' 'rincon-' 'los' 'invasores'],['lang2' 'lang2' 'lang2' 'ne' 'lang2' 'lang2']
18885,['@MRodOfficial' 'apparently' 'I' 'look' 'like' 'Michelle' '?' 'Idk'],['other' 'lang1' 'lang1' 'lang1' 'lang1' 'ne' 'other' 'lang1']
18886,"['Second' 'person' 'that' 'tells' 'me' 'I' 'look' 'exactly' 'like' ""'""
 'La' 'rodriguez' ""'"" ':)' '#winning']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'ne' 'ne' 'other' 'other' 'lang1']"
18887,"['My' 'screen' 'fell' 'from' 'the' 'sky' 'and' 'gave' 'me' 'a' 'coma'
 'maynee']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang2' 'lang1']"
18888,['Mañana' 'pelea' 'Chavez' 'Jr' 'jijiji' '😁😂👊💪'],['lang2' 'lang2' 'ne' 'lang1' 'lang2' 'other']
18889,[':' '0' 'no' 'mames' '!!!'],['other' 'other' 'lang1' 'lang2' 'other']
18890,"['That' 'ai' ""n't"" 'use' 'to' 'happen' 'back' 'then' 'mugres' 'mocosios']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2'
 'lang2']"
18891,['@Jona_Boy13' 'tu' 'carnita' 'ah' 'de' 'salir' 'bien' 'beat' 'up'],['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1']
18892,['Sleepy' 'tengo' ':/'],['lang1' 'lang2' 'other']
18893,['Borussia' 'has' 'about' 'six' 'players' 'out' 'on' 'injury' 'ora' 'este'],"['ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2'
 'lang2']"
18894,['Offside' 'arbitro' 'culoo'],['lang1' 'lang2' 'lang2']
18895,['Hungry' 'tengo'],['lang1' 'lang2']
18896,['Karaoke' '..' 'Ya' 'valio' 'madres' 'ora' 'no' 'llego' 'pa' 'la' 'house'],"['lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang1']"
18897,['Messi' 'was' '😠' 'muggin' 'el'],['ne' 'lang1' 'other' 'lang1' 'lang2']
18898,"['@hellachingona' 'do' ""n't"" 'be' 'looking' 'at' 'my' 'retuits' 'daw' '😠'
 '..' 'ha' 'idk' 'but' 'I' 'get' 'a' 'good' 'laugh']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'lang1'
 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1']"
18899,"['@hellachingona' 'segun' 'they' 'got' 'chapo' 'and' 'all' 'tuiter'
 'saying' 'it' ""'s"" 'bs' 'and' 'making' 'tuitazos']","['other' 'lang2' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang2' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2']"
18900,['@El_Ctoni' 'Ya' 'se' 'echo' 'su' 'gol' 'el' 'pogba' '!'],['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'ne' 'other']
18901,['Quiero' 'unos' 'nopales' 'guizados' 'with' 'onions'],['lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1']
18902,['Orita' 'va' 'llover' 'goles'],['lang1' 'lang2' 'lang2' 'lang2']
18903,"['@_BADCANDY_' 'that' ""'s"" 'what' 'I' 'said' ',' 'Parsons' 'es' 'mi'
 'viejo' '#NoHomo' 'but' 'Rondo' 'shhi' 'he' 'cold']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'ne' 'lang2'
 'lang2' 'lang2' 'lang1' 'lang1' 'ne' 'ne' 'lang1' 'lang1']"
18904,"['@hellachingona' 'dos' 'tres' 'dos' 'tres' 'getchu' 'sum' 'of' 'them'
 'lil' 'hats']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1']"
18905,['@hellachingona' 'pasame' '.' 'un' 'link' 'aver'],['other' 'lang2' 'other' 'lang2' 'lang1' 'lang2']
18906,['Same' 'goals' 'Cabaye' 'would' 'score' 'in' 'Newcastle'],['lang1' 'lang1' 'lang2' 'lang1' 'lang1' 'lang1' 'ne']
18907,"['@El_Ctoni' 'ta' 'acabao' 'cao' 'juegan' 'mejor' 'los' 'que' 'estan'
 'end' 'Mexico']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang1' 'ne']"
18908,"['I' ""'m"" 'go' 'lay' 'with' 'my' 'mommy' 'tell' 'her' 'I' 'had' 'a'
 'nightmare' '..' 'aver' 'si' 'no' 'me' 'tira' 'de' 'la' 'cama']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2']"
18909,"['@arelyyy_090812' 'porque' 'te' 'voy' 'a' 'dejar' 'and' 'flee' 'the'
 'country']","['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang1'
 'lang1']"
18910,"['@hellachingona' '..' 'you' 'have' 'the' 'same' 'username' 'for'
 'everything' 'no' 'mames' 'ha' '.']","['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang2' 'lang2' 'lang1' 'other']"
18911,['Pantufla' 'gang' 'el'],['lang2' 'lang1' 'lang2']
18912,"['Aaaahuevooooo' '!!!!' 'I' ""'m"" 'Mexican']",['lang2' 'other' 'lang1' 'lang1' 'lang1']
18913,"['@Jona_Boy13' '@Juanitoookid' 'only' 'if' 'you' 'put' 'me' 'on'
 'instagramski' 'and' 'make' 'me' 'famous' '....' 'oiesaaaa' 'pinche'
 'mamadaaa']","['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'ne'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang2' 'lang2' 'lang2']"
18914,"['@Jona_Boy13' '@Juanitoookid' 'nahhhh' 'ya' 'nunca' 'jamas' 'agarras'
 'un' 'snap' '!!!' '😞😠🙎']","['other' 'other' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1'
 'other' 'other']"
18915,"['@andreaa_adilet' '😁' 'ya' 'somos' 'bffffffff' ""'s"" 'pues' 'ha']",['other' 'other' 'lang2' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2']
18916,"['@Jona_Boy13' 'si' 'I' 'went' 'outside' 'aver' 'k' 'pex' 'y' 'ta' 'bien'
 'pinche' 'foggy']","['other' 'lang2' 'lang1' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang1']"
18917,['Esta' 'foggy' 'outside'],['lang2' 'lang1' 'lang1']
18918,['@bgonzalez329' '😂😂😂' 'no' 'mames' 'wtf' 'haha' 'esa' 'mamadaa'],['other' 'other' 'lang2' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2']
18919,"['@Jona_Boy13' '@bgonzalez329' 'ah' 'hell' 'yeah' 'los' 'pinches'
 'tuitazazazazos' 'que' 'se' 'echa' 'esa' 'brenda' 'tan' 'con' 'madres'
 '!!!' '👌']","['other' 'other' 'lang1' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'ne' 'lang2' 'lang2' 'lang2' 'other' 'other']"
18920,['Que' 'pija' 'de' 'gol' 'men'],['lang2' 'lang2' 'lang2' 'lang2' 'lang1']
18921,"['I' 'do' ""n't"" 'like' 'mole']",['lang1' 'lang1' 'lang1' 'lang1' 'lang2']
18922,['I' 'dislike' 'menudo'],['lang1' 'lang1' 'lang2']
18923,"['Burbano' 'no' 'jala' 'ahi' 'en' 'tigays' 'he' ""'s"" 'not' 'even'
 'starter' '😔' 'se' 'hubiera' 'quedado' 'end' 'Leon']","['ne' 'lang2' 'lang2' 'lang2' 'lang2' 'ne' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'ne']"
18924,['Se' 'me' 'fue' 'le' 'signal' 'que' 'pedo' '😔😠'],['lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'other']
18925,"['@Jona_Boy13' '@El_Ctoni' '@Fails_Varios_' '@MiMotivacionF' 'te' 'la'
 'pasaste' 'en' 'el' 'floor' 'tu' 'chikinalgas']","['other' 'other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang1' 'lang2' 'lang2']"
18926,['That' 'boy' 'cuadrado' '!'],['lang1' 'lang1' 'lang2' 'other']
18927,"['@valehtx' 'forreal' '?' 'I' ""'m"" 'different' 'yo' 'hasta' 'agarro' 'la'
 'peda' 'again' '😔']","['other' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang1' 'other']"
18928,"['@valehtx' 'Y' ""'all"" 'do' ""n't"" 'say' 'that' 'when' 'Y' ""'all""
 'drinking' 'en' 'la' 'madrugada']","['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang2' 'lang2' 'lang2']"
18929,['@Loco93john' 'goodnight' 'golda' '<3'],['other' 'lang1' 'lang2' 'other']
18930,['Daw' 'Puebla' 'winning' '5-0' '😨' 'Ya' 'me' 'dio' 'scare'],['ne' 'ne' 'lang1' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang1']
18931,"['How' 'you' 'not' 'know' 'what' ""'s"" 'a' 'chuleta' '??!!!?']",['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'other']
18932,"['Ta' 'enojada' 'porque' 'no' 'le' 'dije' 'goodnight' '😁😘'
 '@arelyyy_090812']",['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other' 'other']
18933,"['@El_Ctoni' '@Jona_Boy13' 'ta' 'bueno' 'como' 'pa' 'in' 'bonfire' 'y'
 'unas' 'bien' 'heladas' 'cao' '!!!' '🍺']","['other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other']"
18934,['Why' 'u' 'do' 'diz' '😭'],['lang1' 'lang2' 'lang1' 'lang1' 'other']
18935,['Ay' 'k' 'ponernos' 'chocomil' 'como' 'el' 'weather'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang1']
18936,['I' 'voted' 'for' 'khan' 'to' 'make' 'things' 'interesting' 'jiji'],['lang1' 'lang1' 'lang1' 'ne' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2']
18937,['Esa' 'vieja' 'has' 'a' 'deeper' 'voice' 'than' 'mines' '!!' '😨'],"['lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other'
 'other']"
18938,['My' 'mom' 'made' 'entomatadas' '😪'],['lang1' 'lang1' 'lang1' 'lang2' 'other']
18939,"['El' 'lonche' 'que' 'era' 'pa' 'mi' 'se' 'lo' 'llevo' 'mi' 'dad' '😠' 'y'
 'me' 'quede' 'con' 'tacos' 'de' 'huevo' 'con' 'chile' '😪' '#SadTweet']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'lang1']"
18940,['Es' 'mi' 'babysitter' 'y' 'no' 'me' 'deja' 'ver' 'plaza' 'sesamo' '🙎'],"['lang2' 'lang2' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'ne' 'ne'
 'other']"
18941,['@El_Ctoni' 'estoy' 'confused' ':/' 'vamos' 'por' 'la' 'piña'],['other' 'lang2' 'lang1' 'other' 'lang2' 'lang2' 'lang2' 'lang2']
18942,"['Not' 'too' 'much' 'on' 'Mrs' 'Landry' 'tho' 'ella' 'fue' 'mi' 'madrina'
 'de' 'mi' 'cap' 'and' 'gown' '😁']","['lang1' 'lang1' 'lang1' 'lang1' 'ne' 'ne' 'lang1' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'other']"
18943,"['@LifeisAJ' 'you' ""'re"" 'morenita' 'mrs' 'landrey' 'es' 'prieta/quemada']",['other' 'lang1' 'lang1' 'lang2' 'lang1' 'ne' 'lang2' 'lang2']
18944,"['@arelyyy_090812' '""' 'like' '""' '2' 'spoons' 'or' 'two' 'spoons' '.'
 'Habla' 'bien' '!!' 'Either' 'she' 'has' 'two' 'spoons' 'or' 'she' 'does'
 ""n't"" '.' 'cual' 'like' 'no' 'que' 'nada']","['other' 'other' 'lang1' 'other' 'other' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'lang2' 'lang2' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang1' 'lang1' 'lang1' 'lang1' 'other' 'lang2' 'lang1' 'lang2' 'lang2'
 'lang2']"
18945,"['@arelyyy_090812' 'Ni' 'good' 'morning' 'ni' 'nada' 'NAHHHHHH' 'PUDRETE'
 '!!']",['other' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2' 'lang1' 'lang2' 'other']
18946,['Ora' 'si' 'a' 'mimis' 'forreal' '!' '💤💤'],['lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'other' 'other']
18947,"['Eeeesteeee' 'guey' '!!' 'just' 'called' 'me' 'to' 'tell' 'me' '""'
 'comimos' 'conejos' 'y' 'aguilas' '""']","['lang2' 'lang1' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other']"
18948,['Quien' 'se' 'echa' 'una' 'bedtime' 'story' '?!?!??'],['lang2' 'lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'other']
18949,['@Jona_Boy13' 'got' 'me' 'in' 'trouble' 'el' '😔'],['other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'other']
18950,"['@arelyyy_090812' '@LifeisAJ' 'you' 'never' 'come' 'out' 'cute' 'solo'
 'dumb']",['other' 'other' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2' 'lang1']
18951,['I' 'wonder' 'if' 'ol' 'dude' 'still' 'sleepin' 'in' 'chikinalgas' 'car'],"['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang2'
 'lang1']"
18952,"['La' 'pina' 'cuts' 'hair' '20minutes' 'before' 'playing' '#respect'
 '@Jona_Boy13']",['lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'other']
18953,['@arelyyy_090812' 'no' 'molestes' 'estoy' 'con' 'la' 'otra' '!'],['other' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
18954,"['Momma' 'woke' 'me' 'up' 'from' 'my' 'nap' 'with' 'some' 'camarones'
 'empanizados' 'with' 'ricesichuu' '!' '😁']","['lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1' 'lang1'
 'lang2' 'lang2' 'lang1' 'unk' 'other' 'other']"
18955,['Fiorentina' 'has' 'Cuadrado' 'in' 'the' 'bench' 'no' 'pos' 'wow'],['ne' 'lang2' 'lang2' 'lang1' 'lang1' 'lang1' 'lang2' 'lang2' 'lang1']
18956,['@Jona_Boy13' 'la' 'culebra' 'daw'],['other' 'lang2' 'lang2' 'lang1']
18957,"['Y' 'como' 'te' 'dije' 'chikitin' '@Jona_Boy13' 'Mac' 'beat' 'aldine'
 'nomas' '3' 'zero' 'skunk']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'ne' 'lang1' 'ne' 'lang2'
 'other' 'lang2' 'lang1']"
18958,"['Hablando' 'del' 'demonio' ',.,.,' 'ya' 'llego' 'mi' 'mommy' ':)']",['lang2' 'lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang1' 'other']
18959,['Ya' 'Anoten' 'El' 'Goool' '💙😭😭💙💙😁'],['lang2' 'lang2' 'lang2' 'lang2' 'other']
18960,['Vamos' '!!!!!'],['lang2' 'other']
18961,['@_MagalyTorres' 'no' 'pos' 'Ora' 'me' 'dices' '😳😁'],['other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
18962,['Sin' 'Compromiso' '❤' '️'],['lang2' 'lang2' 'other' 'other']
18963,['Kiero' 'volverte' 'a' 'vesar'],['lang2' 'lang2' 'lang2' 'lang2']
18964,"['El' 'me' 'Mira' 'I' 'yo' 'Lo' 'Miro' '(;' '!!' 'Porke' 'el' 'Se' 'Ira'
 'Conmigo' '😌']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other'
 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']"
18965,['I' 'que' 'Te' 'Gusta' 'Mi' 'Cama' '(;' '!!'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other']
18966,['Esta' 'Bonita' 'la' 'Wey' '(:'],['lang2' 'lang2' 'lang2' 'lang2' 'other']
18967,['Tu' 'Y' 'Yo' 'Tito' 'I' 'Su' 'Torbellino' '🎧' '❤' '️'],"['lang2' 'lang2' 'lang2' 'lang1' 'lang1' 'lang2' 'lang2' 'other' 'other'
 'other']"
18968,['@polvillegas114' 'Se' 'Te' 'Ace' 'que' '😂'],['other' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
18969,['Vete' 'mucho' 'a' 'la' 'Fregada' '👌'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
18970,['Apesar' 'De' 'todo' 'yo' 'Sali' 'ganando' '(;' '❤' '️'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other']
18971,['Ni' 'Una' 'Mosca' 'Se' 'Te' 'para' '(;'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
18972,"['“' '@95ranchero' ':' 'Pobre' 'o' 'rico' 'no' 'importa' 'todos' 'vamos'
 'a' 'donde' 'mismo' '.' '”' '👌💕']","['other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other' 'other']"
18973,['FALSA' 'ALARMA' '.'],['lang2' 'lang2' 'other']
18974,['Disculpa' 'Por' 'Ser' 'tan' 'majadera'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2']
18975,['Corridos' '(;'],['lang2' 'other']
18976,['Con' 'razon' 'la' 'Wey' 'Cabrona' '😝👌'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
18977,['Que' 'Sueño' '😭'],['lang2' 'lang2' 'other']
18978,"['Conmigo' 'no' 'Pueden' 'Asi' 'que' 'me' 'respeten' 'Porke' 'Mis'
 'pebles' 'son' 'bravos' '.' '👌']","['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'other']"
18979,['Se' 'Kitan' 'oh' 'Los' 'Kito' 'ya' 'saven' 'que' 'yo' 'no' 'Juego' '.'],"['lang2' 'lang2' 'unk' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'other']"
18980,['Dime' 'que' 'me' 'extrañas' '😝'],['lang2' 'lang2' 'lang2' 'lang2' 'other']
18981,['Sali' 'kemando' 'llanta' '(;'],['lang2' 'lang2' 'lang2' 'other']
18982,['En' 'el' 'zerroo' 'Tengo' 'Mi' 'Tesoro' '(;'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
18983,['Yo' 'Nunca' 'valoro' 'las' 'buenas' 'Cosas' 'que' 'Tengo' '😒'],['lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
18984,['@JavierCortez23' 'Lol' 'Deja' 'a' 'Mis' 'Conejos' '!!' '😝'],['other' 'lang1' 'lang2' 'lang2' 'lang2' 'lang2' 'other' 'other']
18985,"['“' '@ErickDamaso_' ':' 'No' 'Todo' 'Es' 'Maldad' 'Tambien' 'Tengo' 'Un'
 'Lado' 'Romantico' '😏🙆😈😇🌹' '”']","['other' 'other' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2' 'lang2'
 'lang2' 'lang2' 'lang2' 'other' 'other']"
18986,['Pinche' 'lencho' '😭😂' 'Como' 'Te' 'Gusta' 'Jugar' '😒✋😳'],['lang2' 'lang2' 'other' 'lang2' 'lang2' 'lang2' 'lang2' 'other']
18987,['Tengo' 'Hambre'],['lang2' 'lang2']
